1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,0.9977607,0.9968665,0.9957396,0.9956228,0.9973432,0.9974222
0.9929923,1,0.9944019,0.9921662,0.9893491,0.9890568,0.993358,0.9935554
1,1,1,1,1,0.9792079,0.9873801,0.9877554
1,0.9995423,0.9989298,1,1,1,1,1
0.9994321,0.9988558,0.9973246,0.9984885,0.9984947,0.9976737,0.9978583,0.9982134
0.9985803,0.997826,0.9949167,0.9962212,0.9962367,0.9941844,0.9946459,0.9955335
0.9973027,0.9962813,0.991305,1,1,1,1,0.9915136
0.995386,0.9939642,0.9858874,0.9988294,0.9994469,0.9993204,0.9989399,0.9854838
0.9925111,0.9904886,0.977761,0.9970736,0.9986174,0.9983009,0.9973497,0.9764391
0.9881988,0.9852751,0.9655713,0.9944398,0.997373,0.9967718,0.9949646,0.9628721
0.9817302,0.977455,0.9472868,0.9904893,0.9955064,0.9944781,0.9913869,0.9425215
0.9720273,0.9657248,0.9198599,0.9845634,0.9927066,0.9910375,0.9860203,0.9119956
0.9574732,0.9481295,0.8787197,0.9756746,0.9885068,0.9858767,0.9779704,0.8662069
0.9356418,0.9217366,0.8170094,0.9623414,0.9822071,0.9781355,0.9658955,0.7975237
0.9028948,0.8821473,1,1,0.9727575,1,0.9477831,1
0.8537743,1,0.9992015,0.9991391,0.9585831,0.9993663,1,1
0.7800936,0.9995709,0.9980037,0.9978479,0.9373217,0.9984157,0.9993953,0.9992821
0.7949769,0.9989273,0.9962069,0.9959109,0.9054294,0.9969899,0.9984884,0.9982051
0.794409,0.9979619,0.993512,0.9930057,0.857591,0.9948512,0.9971279,0.9965898
0.7935571,0.9965137,0.9894695,0.9886477,1,0.9916431,0.9950871,0.9941669
0.7922794,0.9943415,0.9834057,0.9821107,0.9996576,0.9868311,0.992026,0.9905324
0.7903628,0.9910831,0.9743101,0.9723053,0.9991441,0.9796129,0.9874343,0.9850807
0.7874879,0.9861956,0.9606665,0.9575971,0.9983738,0.9687856,0.9805468,0.9769031
0.7831756,0.9788642,0.9402013,0.9355347,0.9972183,0.9525447,0.9702154,0.9646367
0.7767071,0.9678672,0.9095033,0.9024411,0.9954851,0.9281834,0.9547185,0.9462371
0.7670043,0.9513717,0.8634565,0.8528008,0.9928853,0.8916414,0.9314731,0.9186377
0.75245,0.9266285,0.7943862,0.7783405,0.9889855,0.8368284,0.896605,0.8772386
0.7306187,0.8895137,0.6907808,0.6666499,0.9831359,0.7546088,0.8443029,0.8151399
0.6978717,0.8338414,0.5353727,0.7237747,0.9743615,0.6312795,0.7658497,0.721992
0.6487512,0.750333,0.3022606,0.7229139,0.9611999,0.4462857,0.6481699,0.5822701
0.5750705,0.6250704,0.4279332,0.7246997,0.9414575,0.1687948,0.4716503,0.3726872
0.4645494,0.4371766,0.4271347,0.7238389,0.911844,0.1816387,0.2068708,0.0583129
0.2987678,0.7336066,0.4259369,0.7225476,0.8674235,0.510525,0.7881423,0.8099858
0.05009546,0.7331775,0.4241402,0.7206107,0.8007929,0.5098913,0.7875376,0.8092678
-0.3229131,0.7325339,0.4214452,0.7177054,0.700847,0.5089408,0.7866306,0.8081909
0.06524359,0.7315685,0.4174027,0.7133474,0.5509281,0.507515,0.7852702,0.8065756
0.09125586,0.7301203,0.4113389,0.7068105,0.3260498,0.5053762,0.7832294,0.8041526
0.09068798,0.7279481,0.4022432,0.697005,-0.01126769,0.5021682,0.7801683,0.8005182
0.08983616,0.7246897,0.3885997,0.6822968,0.07025822,0.4973561,0.7755767,0.7950664
0.08855841,0.7198021,0.3681345,0.6602345,0.06991586,0.4901379,0.7686892,0.7868888
0.08664182,0.7124708,0.4472949,0.6271409,0.5462412,0.6774071,0.7583579,0.7746224
0.08376691,0.7014738,0.67806,0.5775007,0.5458988,0.6767734,0.7428609,0.7562228
0.07945455,0.6849783,0.6772614,0.60552,0.5453852,0.6758228,0.7196155,0.7286234
0.128197,0.6602351,0.6760636,0.6046591,0.5446149,0.674397,0.6847474,0.6872243
0.1276291,0.6231202,0.6742669,0.6033679,0.5434594,0.6722583,0.6324453,0.6251257
0.1267773,0.567448,0.671572,0.601431,0.5417262,0.6690502,0.5539921,0.5319777
0.1254996,0.4839396,0.6675295,0.5985257,0.5391264,0.6642382,0.4363123,0.3922558
0.123583,0.358677,0.6614657,0.5941677,0.5352267,0.65702,0.2597926,0.1826729
0.1207081,0.3899692,0.65237,0.5876307,0.5293771,0.6461927,-0.004986878,-0.1317014
0.1163957,0.3895401,0.6387265,0.5778252,0.5206027,0.6299518,0.08949272,0.10131
0.1099272,0.3888964,0.6182613,0.563117,0.5074411,0.6055905,0.1342189,0.1829425
0.1002244,0.387931,0.5875634,0.5410547,0.4876987,0.5690485,0.1336143,0.1822246
0.08567014,0.3864828,0.5415165,0.5079612,0.4580851,0.5142354,0.1327073,0.1811477
0.06383882,0.3843106,0.4724463,0.4583209,0.4136646,0.4320159,0.1313468,0.1795324
0.03109184,0.3810523,0.3688409,0.3838605,0.347034,0.3086866,0.6081582,0.6930656
0.04288548,0.3761647,0.382558,0.2721699,0.2470881,0.1236928,0.6075535,0.6923477
0.07572989,0.3688334,0.3817595,0.104634,0.09716924,-0.1537981,0.6066465,0.6912708
0.1604348,0.3578364,1,0.9517593,0.399909,0.9406979,0.6052859,0.6896554
0.3549107,1,0.9992351,0.9508984,0.3995666,0.9400642,0.6032452,0.6872325
0.8755606,0.9996783,0.9980877,0.9496071,0.3990531,0.9391136,0.6001841,0.683598
0.8749927,0.9991958,0.9963667,0.9476703,0.3982827,0.9376878,0.5955924,0.6781463
